policyNumber,validity,refundPercent,orderNumber,productId
AS152507,7,47,8049678,2015386
AS152508,12,40,8049698,2015392
AS152509,14,63,8049718,2015398
AS152510,9,67,8049738,2015404
AS152511,6,52,8049758,2015410
AS152512,10,64,8049778,2015416
AS152513,8,65,8049798,2015422
AS152514,7,65,8049818,2015428
AS152515,11,61,8049838,2015434
AS152516,11,58,8049858,2015440
AS152517,8,68,8049878,2015446
AS152518,12,58,8049898,2015452
AS152519,6,68,8049918,2015458
AS152520,7,65,8049938,2015464
AS152521,5,51,8049958,2015470
AS152522,14,64,8049978,2015476
AS152523,11,56,8049998,2015482
AS152524,10,62,8050018,2015488
AS152525,8,40,8050038,2015494
AS152526,8,63,8050058,2015500
AS152527,7,48,8050078,2015506
AS152528,14,54,8050098,2015512
AS152529,8,45,8050118,2015518
AS152530,8,51,8050138,2015524
AS152531,5,56,8050158,2015530
AS152532,9,65,8050178,2015536
AS152533,7,69,8050198,2015542
AS152534,11,48,8050218,2015548
AS152535,13,63,8050238,2015554
AS152536,8,43,8050258,2015560
AS152537,12,53,8050278,2015566
AS152538,7,51,8050298,2015572
AS152539,7,69,8050318,2015578
AS152540,13,43,8050338,2015584
AS152541,9,50,8050358,2015590
AS152542,5,66,8050378,2015596
AS152543,12,54,8050398,2015602
AS152544,11,66,8050418,2015608
AS152545,14,52,8050438,2015614
AS152546,12,42,8050458,2015620
AS152547,8,66,8050478,2015626
AS152548,7,59,8050498,2015632
AS152549,10,49,8050518,2015638
AS152550,8,50,8050538,2015644
AS152551,12,55,8050558,2015650
AS152552,5,68,8050578,2015656
AS152553,5,41,8050598,2015662
AS152554,7,56,8050618,2015668
AS152555,10,44,8050638,2015674
AS152556,14,57,8050658,2015680
AS152557,14,66,8050678,2015686
AS152558,6,55,8050698,2015692
AS152559,8,46,8050718,2015698
AS152560,12,70,8050738,2015704
AS152561,6,44,8050758,2015710
AS152562,12,62,8050778,2015716
AS152563,11,68,8050798,2015722
AS152564,5,41,8050818,2015728
AS152565,11,60,8050838,2015734
AS152566,11,46,8050858,2015740
AS152567,8,66,8050878,2015746
AS152568,12,66,8050898,2015752
AS152569,12,53,8050918,2015758
AS152570,10,49,8050938,2015764
AS152571,5,46,8050958,2015770
AS152572,11,69,8050978,2015776
AS152573,11,44,8050998,2015782
AS152574,5,57,8051018,2015788
AS152575,10,59,8051038,2015794
AS152576,13,48,8051058,2015800
AS152577,7,55,8051078,2015806
AS152578,7,52,8051098,2015812
AS152579,7,56,8051118,2015818
AS152580,6,60,8051138,2015824
AS152581,6,42,8051158,2015830
AS152582,12,70,8051178,2015836
AS152583,6,52,8051198,2015842
AS152584,5,59,8051218,2015848
AS152585,9,49,8051238,2015854
AS152586,8,66,8051258,2015860
AS152587,13,53,8051278,2015866
AS152588,13,55,8051298,2015872
AS152589,11,54,8051318,2015878
AS152590,14,60,8051338,2015884
AS152591,10,45,8051358,2015890
AS152592,6,66,8051378,2015896
AS152593,11,61,8051398,2015902
AS152594,13,56,8051418,2015908
AS152595,8,60,8051438,2015914
AS152596,13,70,8051458,2015920
AS152597,13,45,8051478,2015926
AS152598,12,53,8051498,2015932
AS152599,14,65,8051518,2015938
AS152600,8,50,8051538,2015944
AS152601,6,45,8051558,2015950
AS152602,6,66,8051578,2015956
AS152603,5,58,8051598,2015962
AS152604,13,65,8051618,2015968
AS152605,12,65,8051638,2015974
AS152606,14,63,8051658,2015980
AS152607,9,41,8051678,2015986
AS152608,12,50,8051698,2015992
AS152609,7,58,8051718,2015998
AS152610,6,47,8051738,2016004
AS152611,8,46,8051758,2016010
AS152612,12,46,8051778,2016016
AS152613,6,67,8051798,2016022
AS152614,5,56,8051818,2016028
AS152615,9,55,8051838,2016034
AS152616,13,60,8051858,2016040
AS152617,10,54,8051878,2016046
AS152618,11,47,8051898,2016052
AS152619,12,70,8051918,2016058
AS152620,12,49,8051938,2016064
AS152621,14,68,8051958,2016070
AS152622,11,65,8051978,2016076
AS152623,14,54,8051998,2016082
AS152624,13,68,8052018,2016088
AS152625,10,62,8052038,2016094
AS152626,5,59,8052058,2016100
AS152627,9,44,8052078,2016106
AS152628,14,66,8052098,2016112
AS152629,7,46,8052118,2016118
AS152630,14,65,8052138,2016124
AS152631,14,55,8052158,2016130
AS152632,8,48,8052178,2016136
AS152633,6,65,8052198,2016142
AS152634,11,69,8052218,2016148
AS152635,7,44,8052238,2016154
AS152636,5,51,8052258,2016160
AS152637,13,47,8052278,2016166
AS152638,12,57,8052298,2016172
AS152639,5,66,8052318,2016178
AS152640,6,59,8052338,2016184
AS152641,13,52,8052358,2016190
AS152642,10,63,8052378,2016196
AS152643,7,59,8052398,2016202
AS152644,12,41,8052418,2016208
AS152645,14,61,8052438,2016214
AS152646,9,56,8052458,2016220
AS152647,5,49,8052478,2016226
AS152648,5,60,8052498,2016232
AS152649,6,54,8052518,2016238
AS152650,10,68,8052538,2016244
AS152651,6,51,8052558,2016250
AS152652,9,59,8052578,2016256
AS152653,13,53,8052598,2016262
AS152654,9,45,8052618,2016268
AS152655,8,41,8052638,2016274
AS152656,7,41,8052658,2016280
AS152657,10,47,8052678,2016286
AS152658,12,48,8052698,2016292
AS152659,8,63,8052718,2016298
AS152660,9,64,8052738,2016304
AS152661,12,57,8052758,2016310
AS152662,14,41,8052778,2016316
AS152663,5,43,8052798,2016322
AS152664,6,67,8052818,2016328
AS152665,6,69,8052838,2016334
AS152666,13,63,8052858,2016340
AS152667,6,54,8052878,2016346
AS152668,14,61,8052898,2016352
AS152669,10,65,8052918,2016358
AS152670,14,57,8052938,2016364
AS152671,13,52,8052958,2016370
AS152672,14,54,8052978,2016376
AS152673,5,56,8052998,2016382
AS152674,11,55,8053018,2016388
AS152675,6,61,8053038,2016394
AS152676,11,50,8053058,2016400
AS152677,12,69,8053078,2016406
AS152678,11,62,8053098,2016412
AS152679,14,44,8053118,2016418
AS152680,12,49,8053138,2016424
AS152681,14,51,8053158,2016430
AS152682,9,62,8053178,2016436
AS152683,11,67,8053198,2016442
AS152684,5,56,8053218,2016448
AS152685,6,58,8053238,2016454
AS152686,10,52,8053258,2016460
AS152687,9,50,8053278,2016466
AS152688,14,46,8053298,2016472
AS152689,11,66,8053318,2016478
AS152690,10,40,8053338,2016484
AS152691,13,46,8053358,2016490
AS152692,5,40,8053378,2016496
AS152693,10,53,8053398,2016502
AS152694,8,58,8053418,2016508
AS152695,6,69,8053438,2016514
AS152696,12,64,8053458,2016520
AS152697,10,70,8053478,2016526
AS152698,13,50,8053498,2016532
AS152699,13,54,8053518,2016538
AS152700,7,48,8053538,2016544
AS152701,13,49,8053558,2016550
AS152702,5,50,8053578,2016556
AS152703,14,62,8053598,2016562
AS152704,8,68,8053618,2016568
AS152705,11,59,8053638,2016574
AS152706,10,58,8053658,2016580
AS152707,14,55,8053678,2016586
AS152708,8,55,8053698,2016592
AS152709,11,57,8053718,2016598
AS152710,6,51,8053738,2016604
AS152711,6,56,8053758,2016610
AS152712,12,51,8053778,2016616
AS152713,10,66,8053798,2016622
AS152714,10,56,8053818,2016628
AS152715,7,47,8053838,2016634
AS152716,13,44,8053858,2016640
AS152717,6,55,8053878,2016646
AS152718,12,53,8053898,2016652
AS152719,6,67,8053918,2016658
AS152720,6,45,8053938,2016664
AS152721,6,70,8053958,2016670
AS152722,10,63,8053978,2016676
AS152723,10,50,8053998,2016682
AS152724,12,63,8054018,2016688
AS152725,8,52,8054038,2016694
AS152726,13,44,8054058,2016700
AS152727,10,47,8054078,2016706
AS152728,13,47,8054098,2016712
AS152729,12,41,8054118,2016718
AS152730,11,68,8054138,2016724
AS152731,11,67,8054158,2016730
AS152732,7,69,8054178,2016736
AS152733,12,51,8054198,2016742
AS152734,11,70,8054218,2016748
AS152735,9,41,8054238,2016754
AS152736,12,60,8054258,2016760
AS152737,5,69,8054278,2016766
AS152738,9,41,8054298,2016772
AS152739,11,47,8054318,2016778
AS152740,7,51,8054338,2016784
AS152741,11,60,8054358,2016790
AS152742,6,41,8054378,2016796
AS152743,8,64,8054398,2016802
AS152744,12,65,8054418,2016808
AS152745,10,54,8054438,2016814
AS152746,6,62,8054458,2016820
AS152747,13,61,8054478,2016826
AS152748,6,41,8054498,2016832
AS152749,9,49,8054518,2016838
AS152750,9,56,8054538,2016844
AS152751,5,59,8054558,2016850
AS152752,13,41,8054578,2016856
AS152753,12,54,8054598,2016862
AS152754,7,46,8054618,2016868
AS152755,6,53,8054638,2016874
AS152756,6,67,8054658,2016880
AS152757,6,59,8054678,2016886
AS152758,12,49,8054698,2016892
AS152759,9,43,8054718,2016898
AS152760,14,58,8054738,2016904
AS152761,14,60,8054758,2016910
AS152762,6,56,8054778,2016916
AS152763,5,64,8054798,2016922
AS152764,11,54,8054818,2016928
AS152765,7,58,8054838,2016934
AS152766,7,50,8054858,2016940
AS152767,6,50,8054878,2016946
AS152768,8,48,8054898,2016952
AS152769,6,64,8054918,2016958
AS152770,13,49,8054938,2016964
AS152771,10,48,8054958,2016970
AS152772,6,49,8054978,2016976
AS152773,10,62,8054998,2016982
AS152774,10,43,8055018,2016988
AS152775,12,64,8055038,2016994
AS152776,6,51,8055058,2017000
AS152777,9,42,8055078,2017006
AS152778,6,59,8055098,2017012
AS152779,11,66,8055118,2017018
AS152780,14,44,8055138,2017024
AS152781,11,57,8055158,2017030
AS152782,9,51,8055178,2017036
AS152783,7,57,8055198,2017042
AS152784,7,59,8055218,2017048
AS152785,12,47,8055238,2017054
AS152786,13,40,8055258,2017060
AS152787,8,46,8055278,2017066
AS152788,14,46,8055298,2017072
AS152789,7,50,8055318,2017078
AS152790,11,60,8055338,2017084
AS152791,12,58,8055358,2017090
AS152792,12,47,8055378,2017096
AS152793,6,66,8055398,2017102
AS152794,13,50,8055418,2017108
AS152795,12,54,8055438,2017114
AS152796,9,66,8055458,2017120
AS152797,11,57,8055478,2017126
AS152798,8,41,8055498,2017132
AS152799,8,42,8055518,2017138
AS152800,11,62,8055538,2017144
AS152801,7,56,8055558,2017150
AS152802,7,58,8055578,2017156
AS152803,6,53,8055598,2017162
AS152804,7,68,8055618,2017168
AS152805,6,53,8055638,2017174
AS152806,10,63,8055658,2017180
AS152807,5,65,8055678,2017186
AS152808,14,64,8055698,2017192
AS152809,5,52,8055718,2017198
AS152810,13,67,8055738,2017204
AS152811,9,49,8055758,2017210
AS152812,14,44,8055778,2017216
AS152813,6,59,8055798,2017222
AS152814,12,41,8055818,2017228
AS152815,13,53,8055838,2017234
AS152816,5,43,8055858,2017240
AS152817,11,49,8055878,2017246
AS152818,13,40,8055898,2017252
AS152819,12,41,8055918,2017258
AS152820,7,46,8055938,2017264
AS152821,8,66,8055958,2017270
AS152822,5,47,8055978,2017276
AS152823,6,43,8055998,2017282
AS152824,5,50,8056018,2017288
AS152825,8,42,8056038,2017294
AS152826,6,55,8056058,2017300
AS152827,14,42,8056078,2017306
AS152828,8,47,8056098,2017312
AS152829,10,67,8056118,2017318
AS152830,10,66,8056138,2017324
AS152831,8,43,8056158,2017330
AS152832,14,49,8056178,2017336
AS152833,13,66,8056198,2017342
AS152834,11,46,8056218,2017348
AS152835,8,66,8056238,2017354
AS152836,13,45,8056258,2017360
AS152837,7,40,8056278,2017366
AS152838,5,65,8056298,2017372
AS152839,6,53,8056318,2017378
AS152840,10,53,8056338,2017384
AS152841,7,68,8056358,2017390
AS152842,7,62,8056378,2017396
AS152843,14,40,8056398,2017402
AS152844,8,59,8056418,2017408
AS152845,13,46,8056438,2017414
AS152846,8,55,8056458,2017420
AS152847,13,40,8056478,2017426
AS152848,11,49,8056498,2017432
AS152849,5,53,8056518,2017438
AS152850,5,60,8056538,2017444
AS152851,6,67,8056558,2017450
AS152852,9,70,8056578,2017456
AS152853,10,58,8056598,2017462
AS152854,11,68,8056618,2017468
AS152855,12,67,8056638,2017474
AS152856,14,65,8056658,2017480
AS152857,14,55,8056678,2017486
AS152858,9,43,8056698,2017492
AS152859,12,45,8056718,2017498
AS152860,7,44,8056738,2017504
AS152861,5,55,8056758,2017510
AS152862,14,69,8056778,2017516
AS152863,7,47,8056798,2017522
AS152864,8,40,8056818,2017528
AS152865,5,59,8056838,2017534
AS152866,13,57,8056858,2017540
AS152867,8,70,8056878,2017546
AS152868,10,44,8056898,2017552
AS152869,12,63,8056918,2017558
AS152870,7,50,8056938,2017564
AS152871,10,48,8056958,2017570
AS152872,13,54,8056978,2017576
AS152873,8,63,8056998,2017582
AS152874,9,47,8057018,2017588
AS152875,14,60,8057038,2017594
AS152876,12,53,8057058,2017600
AS152877,13,66,8057078,2017606
AS152878,5,48,8057098,2017612
AS152879,7,51,8057118,2017618
AS152880,8,58,8057138,2017624
AS152881,5,62,8057158,2017630
AS152882,14,65,8057178,2017636
AS152883,9,67,8057198,2017642
AS152884,13,40,8057218,2017648
AS152885,7,62,8057238,2017654
AS152886,10,44,8057258,2017660
AS152887,10,50,8057278,2017666
AS152888,6,62,8057298,2017672
AS152889,10,42,8057318,2017678
AS152890,9,64,8057338,2017684
AS152891,10,49,8057358,2017690
AS152892,9,65,8057378,2017696
AS152893,6,52,8057398,2017702
AS152894,8,58,8057418,2017708
AS152895,11,61,8057438,2017714
AS152896,10,40,8057458,2017720
AS152897,13,56,8057478,2017726
AS152898,6,60,8057498,2017732
AS152899,9,54,8057518,2017738
AS152900,11,47,8057538,2017744
AS152901,10,42,8057558,2017750
AS152902,10,58,8057578,2017756
AS152903,12,55,8057598,2017762
AS152904,12,51,8057618,2017768
AS152905,11,47,8057638,2017774
AS152906,11,66,8057658,2017780
AS152907,6,57,8057678,2017786
AS152908,6,62,8057698,2017792
AS152909,10,61,8057718,2017798
AS152910,5,55,8057738,2017804
AS152911,7,50,8057758,2017810
AS152912,6,40,8057778,2017816
AS152913,12,63,8057798,2017822
AS152914,5,68,8057818,2017828
AS152915,9,67,8057838,2017834
AS152916,8,60,8057858,2017840
AS152917,12,53,8057878,2017846
AS152918,10,50,8057898,2017852
AS152919,8,53,8057918,2017858
AS152920,14,61,8057938,2017864
AS152921,14,59,8057958,2017870
AS152922,14,50,8057978,2017876
AS152923,11,40,8057998,2017882
AS152924,7,51,8058018,2017888
AS152925,5,59,8058038,2017894
AS152926,5,69,8058058,2017900
AS152927,12,68,8058078,2017906
AS152928,5,50,8058098,2017912
AS152929,10,57,8058118,2017918
AS152930,8,48,8058138,2017924
AS152931,6,53,8058158,2017930
AS152932,5,40,8058178,2017936
AS152933,6,40,8058198,2017942
AS152934,10,43,8058218,2017948
AS152935,9,60,8058238,2017954
AS152936,7,40,8058258,2017960
AS152937,12,54,8058278,2017966
AS152938,7,70,8058298,2017972
AS152939,8,43,8058318,2017978
AS152940,8,45,8058338,2017984
AS152941,5,64,8058358,2017990
AS152942,13,41,8058378,2017996
AS152943,12,56,8058398,2018002
AS152944,9,59,8058418,2018008
AS152945,7,58,8058438,2018014
AS152946,14,55,8058458,2018020
AS152947,12,66,8058478,2018026
AS152948,13,52,8058498,2018032
AS152949,14,52,8058518,2018038
AS152950,5,68,8058538,2018044
AS152951,7,58,8058558,2018050
AS152952,6,47,8058578,2018056
AS152953,13,54,8058598,2018062
AS152954,13,56,8058618,2018068
AS152955,12,50,8058638,2018074
AS152956,12,48,8058658,2018080
AS152957,6,45,8058678,2018086
AS152958,8,41,8058698,2018092
AS152959,8,42,8058718,2018098
AS152960,6,47,8058738,2018104
AS152961,13,58,8058758,2018110
AS152962,11,56,8058778,2018116
AS152963,7,67,8058798,2018122
AS152964,5,51,8058818,2018128
AS152965,6,59,8058838,2018134
AS152966,5,56,8058858,2018140
AS152967,7,66,8058878,2018146
AS152968,14,70,8058898,2018152
AS152969,11,65,8058918,2018158
AS152970,8,48,8058938,2018164
AS152971,5,49,8058958,2018170
AS152972,5,64,8058978,2018176
AS152973,13,48,8058998,2018182
AS152974,14,67,8059018,2018188
AS152975,9,66,8059038,2018194
AS152976,10,57,8059058,2018200
AS152977,5,46,8059078,2018206
AS152978,10,63,8059098,2018212
AS152979,9,48,8059118,2018218
AS152980,7,52,8059138,2018224
AS152981,13,47,8059158,2018230
AS152982,10,42,8059178,2018236
AS152983,10,53,8059198,2018242
AS152984,14,66,8059218,2018248
AS152985,6,49,8059238,2018254
AS152986,11,70,8059258,2018260
AS152987,5,61,8059278,2018266
AS152988,11,65,8059298,2018272
AS152989,6,53,8059318,2018278
AS152990,9,58,8059338,2018284
AS152991,6,40,8059358,2018290
AS152992,6,51,8059378,2018296
AS152993,14,58,8059398,2018302
AS152994,12,69,8059418,2018308
AS152995,6,54,8059438,2018314
AS152996,14,43,8059458,2018320
AS152997,14,59,8059478,2018326
AS152998,6,43,8059498,2018332
AS152999,10,56,8059518,2018338
AS153000,10,41,8059538,2018344
AS153001,14,52,8059558,2018350
AS153002,13,61,8059578,2018356
AS153003,10,44,8059598,2018362
AS153004,7,47,8059618,2018368
AS153005,8,59,8059638,2018374
AS153006,11,59,8059658,2018380
AS153007,10,64,8059678,2018386
AS153008,12,56,8059698,2018392
AS153009,11,44,8059718,2018398
AS153010,9,67,8059738,2018404
AS153011,7,40,8059758,2018410
AS153012,13,62,8059778,2018416
AS153013,9,44,8059798,2018422
AS153014,12,67,8059818,2018428
AS153015,11,55,8059838,2018434
AS153016,7,47,8059858,2018440
AS153017,9,59,8059878,2018446
AS153018,10,42,8059898,2018452
AS153019,10,43,8059918,2018458
AS153020,11,54,8059938,2018464
AS153021,7,57,8059958,2018470
AS153022,14,70,8059978,2018476
AS153023,9,57,8059998,2018482
AS153024,7,63,8060018,2018488
AS153025,6,54,8060038,2018494
AS153026,9,61,8060058,2018500
AS153027,5,56,8060078,2018506
AS153028,9,48,8060098,2018512
AS153029,10,65,8060118,2018518
AS153030,7,45,8060138,2018524
AS153031,7,63,8060158,2018530
AS153032,10,57,8060178,2018536
AS153033,14,49,8060198,2018542
AS153034,11,64,8060218,2018548
AS153035,10,54,8060238,2018554
AS153036,13,54,8060258,2018560
AS153037,10,56,8060278,2018566
AS153038,9,64,8060298,2018572
AS153039,11,42,8060318,2018578
AS153040,9,63,8060338,2018584
AS153041,10,53,8060358,2018590
AS153042,12,45,8060378,2018596
AS153043,13,60,8060398,2018602
AS153044,12,55,8060418,2018608
AS153045,8,43,8060438,2018614
AS153046,9,48,8060458,2018620
AS153047,10,42,8060478,2018626
AS153048,11,68,8060498,2018632
AS153049,6,46,8060518,2018638
AS153050,10,55,8060538,2018644
AS153051,12,69,8060558,2018650
AS153052,8,55,8060578,2018656
AS153053,8,43,8060598,2018662
AS153054,14,57,8060618,2018668
AS153055,10,42,8060638,2018674
AS153056,9,54,8060658,2018680
AS153057,14,61,8060678,2018686
AS153058,10,69,8060698,2018692
AS153059,9,43,8060718,2018698
AS153060,6,48,8060738,2018704
AS153061,6,44,8060758,2018710
AS153062,6,59,8060778,2018716
AS153063,11,57,8060798,2018722
AS153064,12,62,8060818,2018728
AS153065,6,52,8060838,2018734
AS153066,6,64,8060858,2018740
AS153067,9,48,8060878,2018746
AS153068,5,61,8060898,2018752
AS153069,8,45,8060918,2018758
AS153070,11,57,8060938,2018764
AS153071,10,63,8060958,2018770
AS153072,10,42,8060978,2018776
AS153073,8,69,8060998,2018782
AS153074,12,40,8061018,2018788
AS153075,14,44,8061038,2018794
AS153076,13,51,8061058,2018800
AS153077,6,48,8061078,2018806
AS153078,11,60,8061098,2018812
AS153079,11,49,8061118,2018818
AS153080,14,52,8061138,2018824
AS153081,6,54,8061158,2018830
AS153082,12,69,8061178,2018836
AS153083,13,48,8061198,2018842
AS153084,9,62,8061218,2018848
AS153085,10,64,8061238,2018854
AS153086,11,46,8061258,2018860
AS153087,6,47,8061278,2018866
AS153088,5,49,8061298,2018872
AS153089,10,42,8061318,2018878
AS153090,7,45,8061338,2018884
AS153091,9,44,8061358,2018890
AS153092,10,43,8061378,2018896
AS153093,12,43,8061398,2018902
AS153094,13,66,8061418,2018908
AS153095,5,53,8061438,2018914
AS153096,6,46,8061458,2018920
AS153097,8,42,8061478,2018926
AS153098,9,40,8061498,2018932
AS153099,13,69,8061518,2018938
AS153100,10,44,8061538,2018944
AS153101,14,58,8061558,2018950
AS153102,6,56,8061578,2018956
AS153103,7,40,8061598,2018962
AS153104,12,69,8061618,2018968
AS153105,8,40,8061638,2018974
AS153106,8,58,8061658,2018980
AS153107,5,46,8061678,2018986
AS153108,11,65,8061698,2018992
AS153109,5,51,8061718,2018998
AS153110,5,46,8061738,2019004
AS153111,11,70,8061758,2019010
AS153112,5,41,8061778,2019016
AS153113,8,45,8061798,2019022
