cartNumber,created,AccountNumber
148360,2019-10-23,10026682
148365,2019-10-15,10026683
148370,2019-05-20,10026684
148375,2019-07-09,10026685
148380,2019-09-09,10026686
148385,2019-04-07,10026687
148390,2019-02-07,10026688
148395,2019-11-08,10026689
148400,2019-11-23,10026690
148405,2019-02-20,10026691
148410,2019-09-10,10026692
148415,2019-09-03,10026693
148420,2019-08-15,10026694
148425,2019-02-05,10026695
148430,2019-05-31,10026696
148435,2019-05-03,10026697
148440,2019-09-25,10026698
148445,2019-11-08,10026699
148450,2019-12-15,10026700
148455,2019-01-23,10026701
148460,2019-08-16,10026702
148465,2019-07-28,10026703
148470,2019-06-25,10026704
148475,2019-12-21,10026705
148480,2019-02-16,10026706
148485,2019-08-16,10026707
148490,2019-05-26,10026708
148495,2019-11-01,10026709
148500,2019-12-03,10026710
148505,2019-06-24,10026711
148510,2019-01-06,10026712
148515,2020-01-15,10026713
148520,2019-07-10,10026714
148525,2019-09-12,10026715
148530,2019-04-11,10026716
148535,2019-04-16,10026717
148540,2019-09-14,10026718
148545,2020-01-10,10026719
148550,2019-08-18,10026720
148555,2019-05-31,10026721
148560,2019-11-02,10026722
148565,2019-08-27,10026723
148570,2019-09-24,10026724
148575,2019-01-26,10026725
148580,2019-09-23,10026726
148585,2019-07-18,10026727
148590,2019-01-12,10026728
148595,2019-07-29,10026729
148600,2020-01-03,10026730
148605,2019-12-15,10026731
148610,2019-01-28,10026732
148615,2019-10-03,10026733
148620,2019-05-22,10026734
148625,2019-11-08,10026735
148630,2019-06-17,10026736
148635,2019-06-18,10026737
148640,2019-09-07,10026738
148645,2019-11-18,10026739
148650,2019-05-19,10026740
148655,2019-08-20,10026741
148660,2019-10-29,10026742
148665,2019-02-15,10026743
148670,2019-03-10,10026744
148675,2019-04-11,10026745
148680,2019-10-10,10026746
148685,2020-01-01,10026747
148690,2019-03-22,10026748
148695,2019-10-14,10026749
148700,2019-10-17,10026750
148705,2019-09-15,10026751
148710,2019-09-08,10026752
148715,2019-01-10,10026753
148720,2019-01-07,10026754
148725,2019-07-03,10026755
148730,2019-03-01,10026756
148735,2020-01-30,10026757
148740,2019-05-31,10026758
148745,2019-08-13,10026759
148750,2019-01-30,10026760
148755,2019-01-09,10026761
148760,2019-05-01,10026762
148765,2020-01-02,10026763
148770,2019-01-17,10026764
148775,2019-08-18,10026765
148780,2019-06-15,10026766
148785,2020-01-15,10026767
148790,2019-12-18,10026768
148795,2020-01-14,10026769
148800,2019-12-20,10026770
148805,2020-01-24,10026771
148810,2019-07-22,10026772
148815,2019-05-16,10026773
148820,2019-01-29,10026774
148825,2019-09-26,10026775
148830,2019-12-25,10026776
148835,2019-11-07,10026777
148840,2019-04-03,10026778
148845,2019-10-11,10026779
148850,2020-02-05,10026780
148855,2019-08-06,10026781
148860,2019-05-12,10026782
148865,2019-03-21,10026783
148870,2019-02-09,10026784
148875,2020-01-29,10026785
148880,2019-10-02,10026786
148885,2019-10-01,10026787
148890,2019-06-14,10026788
148895,2019-05-24,10026789
148900,2019-12-09,10026790
148905,2019-03-10,10026791
148910,2019-03-11,10026792
148915,2019-05-28,10026793
148920,2019-08-06,10026794
148925,2019-09-10,10026795
148930,2019-05-12,10026796
148935,2019-08-18,10026797
148940,2019-08-05,10026798
148945,2020-01-19,10026799
148950,2019-06-30,10026800
148955,2019-04-17,10026801
148960,2019-10-13,10026802
148965,2019-12-21,10026803
148970,2019-11-25,10026804
148975,2019-03-06,10026805
148980,2019-11-29,10026806
148985,2019-09-03,10026807
148990,2019-10-06,10026808
148995,2019-10-29,10026809
149000,2019-09-09,10026810
149005,2020-02-13,10026811
149010,2020-01-06,10026812
149015,2019-02-15,10026813
149020,2019-04-06,10026814
149025,2019-06-22,10026815
149030,2019-10-03,10026816
149035,2019-06-22,10026817
149040,2019-01-18,10026818
149045,2019-02-11,10026819
149050,2019-09-05,10026820
149055,2019-02-04,10026821
149060,2019-06-27,10026822
149065,2019-01-15,10026823
149070,2020-02-13,10026824
149075,2019-10-07,10026825
149080,2020-01-01,10026826
149085,2020-02-06,10026827
149090,2019-07-22,10026828
149095,2019-09-07,10026829
149100,2019-06-23,10026830
149105,2019-11-08,10026831
149110,2019-10-18,10026832
149115,2019-04-10,10026833
149120,2019-03-28,10026834
149125,2020-01-16,10026835
149130,2019-09-25,10026836
149135,2019-10-19,10026837
149140,2019-08-07,10026838
149145,2019-09-08,10026839
149150,2019-06-25,10026840
149155,2019-06-26,10026841
149160,2019-08-13,10026842
149165,2019-08-24,10026843
149170,2019-02-06,10026844
149175,2019-05-01,10026845
149180,2019-03-05,10026846
149185,2019-12-21,10026847
149190,2019-07-24,10026848
149195,2019-05-22,10026849
149200,2019-07-03,10026850
149205,2019-10-28,10026851
149210,2019-03-26,10026852
149215,2020-01-28,10026853
149220,2019-12-31,10026854
149225,2019-12-11,10026855
149230,2019-08-17,10026856
149235,2019-01-13,10026857
149240,2019-11-10,10026858
149245,2019-10-11,10026859
149250,2019-07-25,10026860
149255,2019-07-12,10026861
149260,2019-03-03,10026862
149265,2019-12-31,10026863
149270,2020-01-06,10026864
149275,2019-02-07,10026865
149280,2019-04-03,10026866
149285,2019-03-15,10026867
149290,2019-05-11,10026868
149295,2019-02-19,10026869
149300,2019-02-13,10026870
149305,2019-03-18,10026871
149310,2019-08-19,10026872
149315,2019-09-16,10026873
149320,2019-02-12,10026874
149325,2019-07-09,10026875
149330,2020-02-15,10026876
149335,2020-01-13,10026877
149340,2019-11-21,10026878
149345,2019-02-05,10026879
149350,2019-01-31,10026880
149355,2019-10-28,10026881
149360,2019-08-09,10026882
149365,2020-01-26,10026883
149370,2019-02-27,10026884
149375,2019-06-01,10026885
149380,2019-02-16,10026886
149385,2019-09-15,10026887
149390,2019-03-24,10026888
149395,2019-03-25,10026889
149400,2019-06-28,10026890
149405,2019-04-21,10026891
149410,2019-06-02,10026892
149415,2019-02-05,10026893
149420,2019-11-01,10026894
149425,2019-08-04,10026895
149430,2019-09-29,10026896
149435,2019-07-25,10026897
149440,2019-11-15,10026898
149445,2019-02-02,10026899
149450,2019-08-25,10026900
149455,2019-07-28,10026901
149460,2020-01-07,10026902
149465,2019-03-07,10026903
149470,2019-10-27,10026904
149475,2019-01-10,10026905
149480,2019-04-05,10026906
149485,2020-01-12,10026907
149490,2019-09-21,10026908
149495,2019-05-17,10026909
149500,2019-06-20,10026910
149505,2019-02-15,10026911
149510,2019-12-27,10026912
149515,2019-06-11,10026913
149520,2019-02-22,10026914
149525,2019-12-10,10026915
149530,2019-12-14,10026916
149535,2019-01-30,10026917
149540,2019-02-05,10026918
149545,2019-10-12,10026919
149550,2019-08-11,10026920
149555,2019-04-18,10026921
149560,2019-03-24,10026922
149565,2020-01-02,10026923
149570,2019-10-21,10026924
149575,2019-04-17,10026925
149580,2019-12-13,10026926
149585,2019-08-16,10026927
149590,2019-12-20,10026928
149595,2019-03-09,10026929
149600,2019-01-25,10026930
149605,2019-12-25,10026931
149610,2019-12-23,10026932
149615,2020-01-02,10026933
149620,2019-09-17,10026934
149625,2019-10-30,10026935
149630,2019-07-23,10026936
149635,2019-08-23,10026937
149640,2019-06-07,10026938
149645,2019-03-18,10026939
149650,2019-10-29,10026940
149655,2019-02-16,10026941
149660,2019-09-09,10026942
149665,2019-02-04,10026943
149670,2019-09-27,10026944
149675,2019-01-08,10026945
149680,2019-05-28,10026946
149685,2019-04-02,10026947
149690,2019-06-01,10026948
149695,2019-04-13,10026949
149700,2019-07-15,10026950
149705,2019-12-18,10026951
149710,2019-02-14,10026952
149715,2019-09-27,10026953
149720,2019-09-07,10026954
149725,2019-02-13,10026955
149730,2019-01-26,10026956
149735,2019-04-24,10026957
149740,2019-12-05,10026958
149745,2019-04-06,10026959
149750,2019-09-12,10026960
149755,2019-05-10,10026961
149760,2019-12-28,10026962
149765,2019-01-11,10026963
149770,2019-03-09,10026964
149775,2019-10-08,10026965
149780,2020-01-13,10026966
149785,2019-07-20,10026967
149790,2019-12-21,10026968
149795,2019-01-31,10026969
149800,2019-04-10,10026970
149805,2019-07-26,10026971
149810,2019-06-01,10026972
149815,2019-08-31,10026973
149820,2019-11-23,10026974
149825,2019-04-06,10026975
149830,2019-09-12,10026976
149835,2019-06-24,10026977
149840,2019-09-04,10026978
149845,2020-01-01,10026979
149850,2020-01-19,10026980
149855,2019-10-31,10026981
149860,2019-07-22,10026982
149865,2019-11-09,10026983
149870,2019-04-17,10026984
149875,2019-05-06,10026985
149880,2019-04-11,10026986
149885,2019-05-03,10026987
149890,2020-02-14,10026988
149895,2019-06-16,10026989
149900,2020-02-10,10026990
149905,2019-07-28,10026991
149910,2019-06-18,10026992
149915,2019-09-16,10026993
149920,2019-04-13,10026994
149925,2019-12-09,10026995
149930,2019-06-13,10026996
149935,2019-02-17,10026997
149940,2019-12-12,10026998
149945,2020-01-05,10026999
149950,2019-06-12,10027000
149955,2019-04-02,10027001
149960,2019-08-07,10027002
149965,2019-08-31,10027003
149970,2019-12-09,10027004
149975,2019-12-14,10027005
149980,2019-02-18,10027006
149985,2019-02-09,10027007
149990,2019-10-18,10027008
149995,2019-04-25,10027009
150000,2019-01-09,10027010
150005,2019-06-26,10027011
150010,2019-04-28,10027012
150015,2019-09-05,10027013
150020,2019-01-21,10027014
150025,2019-11-30,10027015
150030,2019-09-10,10027016
150035,2019-03-14,10027017
150040,2019-07-05,10027018
150045,2020-02-12,10027019
150050,2019-02-02,10027020
150055,2019-05-17,10027021
150060,2019-10-13,10027022
150065,2019-12-11,10027023
150070,2019-04-07,10027024
150075,2019-08-04,10027025
150080,2020-02-14,10027026
150085,2019-11-06,10027027
150090,2019-02-07,10027028
150095,2019-06-09,10027029
150100,2019-08-15,10027030
150105,2019-08-13,10027031
150110,2019-04-23,10027032
150115,2019-10-26,10027033
150120,2019-08-17,10027034
150125,2019-06-16,10027035
150130,2019-09-06,10027036
150135,2019-08-25,10027037
150140,2019-09-18,10027038
150145,2019-05-01,10027039
150150,2019-02-18,10027040
150155,2019-05-12,10027041
150160,2019-09-10,10027042
150165,2019-11-11,10027043
150170,2019-06-27,10027044
150175,2019-09-15,10027045
150180,2019-05-23,10027046
150185,2020-01-04,10027047
150190,2019-01-23,10027048
150195,2019-05-18,10027049
150200,2019-04-16,10027050
150205,2019-10-04,10027051
150210,2019-05-25,10027052
150215,2019-03-07,10027053
150220,2019-09-28,10027054
150225,2019-01-13,10027055
150230,2019-04-13,10027056
150235,2019-08-23,10027057
150240,2020-01-30,10027058
150245,2020-01-03,10027059
150250,2020-02-06,10027060
150255,2019-01-06,10027061
150260,2019-05-10,10027062
150265,2019-01-17,10027063
150270,2019-03-20,10027064
150275,2019-04-02,10027065
150280,2019-04-12,10027066
150285,2019-06-14,10027067
150290,2020-01-01,10027068
150295,2019-07-21,10027069
150300,2019-05-23,10027070
150305,2019-02-19,10027071
150310,2019-09-16,10027072
150315,2019-10-13,10027073
150320,2019-07-04,10027074
150325,2019-12-04,10027075
150330,2019-01-17,10027076
150335,2019-07-08,10027077
150340,2020-01-06,10027078
150345,2019-08-18,10027079
150350,2019-12-26,10027080
150355,2020-01-03,10027081
150360,2019-10-08,10027082
150365,2019-02-08,10027083
150370,2019-05-07,10027084
150375,2019-04-06,10027085
150380,2019-12-02,10027086
150385,2019-09-11,10027087
150390,2019-03-01,10027088
150395,2019-05-02,10027089
150400,2019-12-24,10027090
150405,2019-11-19,10027091
150410,2019-12-08,10027092
150415,2019-06-09,10027093
150420,2019-02-12,10027094
150425,2019-02-10,10027095
150430,2019-09-05,10027096
150435,2020-02-06,10027097
150440,2019-07-30,10027098
150445,2019-12-10,10027099
150450,2020-02-04,10027100
150455,2019-05-04,10027101
150460,2019-08-13,10027102
150465,2019-09-23,10027103
150470,2019-12-10,10027104
150475,2019-01-07,10027105
150480,2020-01-21,10027106
150485,2019-03-10,10027107
150490,2019-09-20,10027108
150495,2020-02-12,10027109
150500,2019-06-03,10027110
150505,2019-02-20,10027111
150510,2019-03-12,10027112
150515,2019-01-12,10027113
150520,2019-12-26,10027114
150525,2019-10-10,10027115
150530,2019-09-23,10027116
150535,2019-02-10,10027117
150540,2019-11-06,10027118
150545,2019-08-19,10027119
150550,2019-02-20,10027120
150555,2019-07-31,10027121
150560,2019-06-17,10027122
150565,2019-08-23,10027123
150570,2019-02-09,10027124
150575,2019-06-09,10027125
150580,2019-09-08,10027126
150585,2019-02-21,10027127
150590,2019-04-18,10027128
150595,2019-03-19,10027129
150600,2019-12-26,10027130
150605,2019-10-15,10027131
150610,2019-08-13,10027132
150615,2020-02-02,10027133
150620,2020-01-12,10027134
150625,2019-05-20,10027135
150630,2019-03-09,10027136
150635,2019-02-28,10027137
150640,2019-10-28,10027138
150645,2019-04-28,10027139
150650,2019-01-16,10027140
150655,2019-03-15,10027141
150660,2020-01-14,10027142
150665,2019-04-09,10027143
150670,2020-02-13,10027144
150675,2019-12-07,10027145
150680,2020-01-22,10027146
150685,2019-11-19,10027147
150690,2019-03-20,10027148
150695,2019-08-23,10027149
150700,2019-10-13,10027150
150705,2019-10-21,10027151
150710,2019-07-09,10027152
150715,2019-06-18,10027153
150720,2019-08-07,10027154
150725,2019-01-07,10027155
150730,2019-07-29,10027156
150735,2019-09-10,10027157
150740,2019-10-29,10027158
150745,2019-09-23,10027159
150750,2019-09-16,10027160
150755,2019-03-29,10027161
150760,2019-07-02,10027162
150765,2019-07-10,10027163
150770,2020-01-27,10027164
150775,2019-03-08,10027165
150780,2019-10-26,10027166
150785,2019-12-04,10027167
150790,2020-01-04,10027168
150795,2019-04-05,10027169
150800,2020-01-22,10027170
150805,2019-10-10,10027171
150810,2019-08-06,10027172
150815,2019-07-04,10027173
150820,2019-08-27,10027174
150825,2019-05-10,10027175
150830,2019-03-14,10027176
150835,2019-03-16,10027177
150840,2019-12-24,10027178
150845,2019-06-11,10027179
150850,2020-02-09,10027180
150855,2019-10-15,10027181
150860,2019-07-29,10027182
150865,2019-08-14,10027183
150870,2019-06-17,10027184
150875,2019-03-09,10027185
150880,2019-06-11,10027186
150885,2019-06-04,10027187
150890,2019-06-20,10027188
150895,2019-09-12,10027189
150900,2019-01-13,10027190
150905,2019-05-17,10027191
150910,2019-08-24,10027192
150915,2019-08-31,10027193
150920,2019-07-14,10027194
150925,2020-01-02,10027195
150930,2019-10-25,10027196
150935,2019-09-14,10027197
150940,2019-06-10,10027198
150945,2019-02-18,10027199
150950,2019-12-15,10027200
150955,2019-03-21,10027201
150960,2019-05-28,10027202
150965,2019-01-26,10027203
150970,2019-05-18,10027204
150975,2020-01-12,10027205
150980,2019-05-14,10027206
150985,2019-05-16,10027207
150990,2019-06-05,10027208
150995,2019-05-07,10027209
151000,2019-11-24,10027210
151005,2019-04-21,10027211
151010,2019-12-14,10027212
151015,2019-07-17,10027213
151020,2019-12-04,10027214
151025,2019-05-22,10027215
151030,2019-01-08,10027216
151035,2019-05-15,10027217
151040,2020-01-01,10027218
151045,2019-06-20,10027219
151050,2019-03-21,10027220
151055,2019-12-22,10027221
151060,2019-10-25,10027222
151065,2019-11-27,10027223
151070,2019-01-20,10027224
151075,2019-08-23,10027225
151080,2019-11-04,10027226
151085,2019-01-29,10027227
151090,2019-05-14,10027228
151095,2019-07-09,10027229
151100,2019-09-06,10027230
151105,2019-10-26,10027231
151110,2020-01-30,10027232
151115,2019-04-11,10027233
151120,2019-06-26,10027234
151125,2019-11-01,10027235
151130,2020-01-14,10027236
151135,2019-10-22,10027237
151140,2019-02-03,10027238
151145,2019-07-14,10027239
151150,2019-05-09,10027240
151155,2019-03-29,10027241
151160,2019-08-31,10027242
151165,2019-08-15,10027243
151170,2019-04-22,10027244
151175,2019-07-19,10027245
151180,2019-09-16,10027246
151185,2019-10-27,10027247
151190,2019-04-20,10027248
151195,2019-03-01,10027249
151200,2019-06-27,10027250
151205,2019-12-26,10027251
151210,2019-09-17,10027252
151215,2019-02-09,10027253
151220,2020-02-01,10027254
151225,2019-07-22,10027255
151230,2019-12-05,10027256
151235,2020-02-01,10027257
151240,2019-09-26,10027258
151245,2019-01-20,10027259
151250,2019-08-26,10027260
151255,2019-12-07,10027261
151260,2019-02-06,10027262
151265,2019-09-11,10027263
151270,2020-02-14,10027264
151275,2019-03-14,10027265
151280,2019-08-12,10027266
151285,2019-05-18,10027267
151290,2019-06-15,10027268
151295,2019-04-05,10027269
151300,2019-12-28,10027270
151305,2019-12-16,10027271
151310,2019-12-27,10027272
151315,2019-05-13,10027273
151320,2019-10-30,10027274
151325,2019-12-14,10027275
151330,2019-03-12,10027276
151335,2019-03-24,10027277
151340,2019-04-22,10027278
151345,2019-08-16,10027279
151350,2019-10-13,10027280
151355,2019-11-22,10027281
151360,2019-06-12,10027282
151365,2019-07-29,10027283
151370,2019-11-01,10027284
151375,2019-12-20,10027285
151380,2019-08-05,10027286
151385,2019-03-19,10027287
151390,2019-08-21,10027288
151395,2019-03-05,10027289
151400,2020-02-09,10027290
151405,2019-06-29,10027291
