TransactionId,PaymentMade,cardDetails,OrderNumber
4141889,2019-05-06,5430576,8099978
4141903,2019-10-17,5430579,8099988
4141917,2020-01-22,5430582,8099998
4141931,2019-07-26,5430585,8100008
4141945,2019-11-21,5430588,8100018
4141959,2019-11-27,5430591,8100028
4141973,2019-07-07,5430594,8100038
4141987,2019-12-10,5430597,8100048
4142001,2019-10-09,5430600,8100058
4142015,2019-04-08,5430603,8100068
4142029,2020-01-26,5430606,8100078
4142043,2019-11-23,5430609,8100088
4142057,2019-03-03,5430612,8100098
4142071,2019-07-13,5430615,8100108
4142085,2019-11-11,5430618,8100118
4142099,2020-01-31,5430621,8100128
4142113,2019-08-02,5430624,8100138
4142127,2019-04-23,5430627,8100148
4142141,2019-01-16,5430630,8100158
4142155,2019-01-28,5430633,8100168
4142169,2019-12-09,5430636,8100178
4142183,2019-08-31,5430639,8100188
4142197,2019-12-24,5430642,8100198
4142211,2020-02-23,5430645,8100208
4142225,2019-09-22,5430648,8100218
4142239,2019-12-31,5430651,8100228
4142253,2019-12-13,5430654,8100238
4142267,2019-09-07,5430657,8100248
4142281,2019-03-22,5430660,8100258
4142295,2019-06-02,5430663,8100268
4142309,2019-08-29,5430666,8100278
4142323,2019-06-04,5430669,8100288
4142337,2019-09-11,5430672,8100298
4142351,2019-02-10,5430675,8100308
4142365,2019-05-09,5430678,8100318
4142379,2019-12-05,5430681,8100328
4142393,2020-01-23,5430684,8100338
4142407,2020-01-19,5430687,8100348
4142421,2019-07-17,5430690,8100358
4142435,2020-01-28,5430693,8100368
4142449,2020-01-05,5430696,8100378
4142463,2019-03-05,5430699,8100388
4142477,2019-08-29,5430702,8100398
4142491,2019-05-22,5430705,8100408
4142505,2019-01-30,5430708,8100418
4142519,2019-01-29,5430711,8100428
4142533,2019-04-07,5430714,8100438
4142547,2019-09-06,5430717,8100448
4142561,2019-04-28,5430720,8100458
4142575,2019-06-28,5430723,8100468
4142589,2019-02-07,5430726,8100478
4142603,2019-09-15,5430729,8100488
4142617,2019-01-10,5430732,8100498
4142631,2019-11-11,5430735,8100508
4142645,2019-02-26,5430738,8100518
4142659,2019-10-23,5430741,8100528
4142673,2020-01-09,5430744,8100538
4142687,2019-01-14,5430747,8100548
4142701,2019-08-03,5430750,8100558
4142715,2019-10-28,5430753,8100568
4142729,2019-12-05,5430756,8100578
4142743,2019-11-23,5430759,8100588
4142757,2019-03-31,5430762,8100598
4142771,2019-10-07,5430765,8100608
4142785,2019-12-05,5430768,8100618
4142799,2019-02-01,5430771,8100628
4142813,2019-06-16,5430774,8100638
4142827,2019-04-24,5430777,8100648
4142841,2019-05-21,5430780,8100658
4142855,2019-12-21,5430783,8100668
4142869,2019-04-26,5430786,8100678
4142883,2019-05-10,5430789,8100688
4142897,2019-02-20,5430792,8100698
4142911,2019-12-15,5430795,8100708
4142925,2019-07-26,5430798,8100718
4142939,2019-02-11,5430801,8100728
4142953,2019-02-05,5430804,8100738
4142967,2019-11-13,5430807,8100748
4142981,2019-10-19,5430810,8100758
4142995,2019-05-23,5430813,8100768
4143009,2019-12-04,5430816,8100778
4143023,2019-01-06,5430819,8100788
4143037,2019-12-20,5430822,8100798
4143051,2019-08-25,5430825,8100808
4143065,2019-06-25,5430828,8100818
4143079,2019-08-30,5430831,8100828
4143093,2019-11-13,5430834,8100838
4143107,2019-09-14,5430837,8100848
4143121,2020-02-22,5430840,8100858
4143135,2020-02-03,5430843,8100868
4143149,2019-06-15,5430846,8100878
4143163,2019-07-06,5430849,8100888
4143177,2019-01-28,5430852,8100898
4143191,2019-09-15,5430855,8100908
4143205,2019-12-04,5430858,8100918
4143219,2019-10-27,5430861,8100928
4143233,2019-03-06,5430864,8100938
4143247,2019-10-06,5430867,8100948
4143261,2019-03-01,5430870,8100958
4143275,2019-10-24,5430873,8100968
4143289,2019-06-04,5430876,8100978
4143303,2020-02-10,5430879,8100988
4143317,2019-08-18,5430882,8100998
4143331,2019-01-03,5430885,8101008
4143345,2019-04-30,5430888,8101018
4143359,2019-05-21,5430891,8101028
4143373,2019-04-29,5430894,8101038
4143387,2020-02-17,5430897,8101048
4143401,2019-12-04,5430900,8101058
4143415,2019-04-20,5430903,8101068
4143429,2020-01-11,5430906,8101078
4143443,2019-02-14,5430909,8101088
4143457,2019-09-09,5430912,8101098
4143471,2019-06-07,5430915,8101108
4143485,2019-06-19,5430918,8101118
4143499,2020-02-18,5430921,8101128
4143513,2019-09-29,5430924,8101138
4143527,2020-02-02,5430927,8101148
4143541,2019-11-11,5430930,8101158
4143555,2019-11-21,5430933,8101168
4143569,2019-10-14,5430936,8101178
4143583,2019-10-13,5430939,8101188
4143597,2019-03-01,5430942,8101198
4143611,2019-05-12,5430945,8101208
4143625,2019-12-26,5430948,8101218
4143639,2019-03-01,5430951,8101228
4143653,2019-01-14,5430954,8101238
4143667,2019-12-31,5430957,8101248
4143681,2019-09-03,5430960,8101258
4143695,2019-04-19,5430963,8101268
4143709,2019-03-29,5430966,8101278
4143723,2019-06-25,5430969,8101288
4143737,2020-01-03,5430972,8101298
4143751,2019-06-19,5430975,8101308
4143765,2019-10-28,5430978,8101318
4143779,2019-01-14,5430981,8101328
4143793,2019-05-26,5430984,8101338
4143807,2019-09-23,5430987,8101348
4143821,2020-02-25,5430990,8101358
4143835,2019-03-18,5430993,8101368
4143849,2019-05-19,5430996,8101378
4143863,2020-02-08,5430999,8101388
4143877,2019-06-10,5431002,8101398
4143891,2019-02-27,5431005,8101408
4143905,2019-01-18,5431008,8101418
4143919,2020-01-19,5431011,8101428
4143933,2019-11-29,5431014,8101438
4143947,2019-09-28,5431017,8101448
4143961,2019-11-29,5431020,8101458
4143975,2019-12-19,5431023,8101468
4143989,2019-09-21,5431026,8101478
4144003,2019-05-30,5431029,8101488
4144017,2019-02-25,5431032,8101498
4144031,2019-02-05,5431035,8101508
4144045,2019-06-19,5431038,8101518
4144059,2019-07-27,5431041,8101528
4144073,2019-12-14,5431044,8101538
4144087,2019-11-21,5431047,8101548
4144101,2020-01-08,5431050,8101558
4144115,2019-09-09,5431053,8101568
4144129,2019-06-23,5431056,8101578
4144143,2019-02-01,5431059,8101588
4144157,2019-12-24,5431062,8101598
4144171,2019-04-08,5431065,8101608
4144185,2019-12-06,5431068,8101618
4144199,2019-06-05,5431071,8101628
4144213,2019-08-21,5431074,8101638
4144227,2019-12-16,5431077,8101648
4144241,2019-07-07,5431080,8101658
4144255,2019-10-09,5431083,8101668
4144269,2020-02-28,5431086,8101678
4144283,2019-11-15,5431089,8101688
4144297,2019-11-01,5431092,8101698
4144311,2019-03-29,5431095,8101708
4144325,2019-12-22,5431098,8101718
4144339,2020-01-30,5431101,8101728
4144353,2020-01-16,5431104,8101738
4144367,2019-01-02,5431107,8101748
4144381,2019-10-11,5431110,8101758
4144395,2020-02-15,5431113,8101768
4144409,2020-02-24,5431116,8101778
4144423,2020-02-01,5431119,8101788
4144437,2020-01-02,5431122,8101798
4144451,2019-02-02,5431125,8101808
4144465,2019-02-19,5431128,8101818
4144479,2019-06-04,5431131,8101828
4144493,2019-06-09,5431134,8101838
4144507,2019-12-28,5431137,8101848
4144521,2019-05-17,5431140,8101858
4144535,2019-05-14,5431143,8101868
4144549,2019-11-17,5431146,8101878
4144563,2019-03-14,5431149,8101888
4144577,2019-05-03,5431152,8101898
4144591,2019-12-08,5431155,8101908
4144605,2020-01-23,5431158,8101918
4144619,2019-12-06,5431161,8101928
4144633,2020-01-03,5431164,8101938
4144647,2019-11-21,5431167,8101948
4144661,2019-12-14,5431170,8101958
4144675,2019-08-19,5431173,8101968
4144689,2020-02-14,5431176,8101978
4144703,2020-01-04,5431179,8101988
4144717,2019-12-25,5431182,8101998
4144731,2019-07-21,5431185,8102008
4144745,2019-12-02,5431188,8102018
4144759,2019-01-13,5431191,8102028
4144773,2019-09-19,5431194,8102038
4144787,2019-10-14,5431197,8102048
4144801,2019-06-11,5431200,8102058
4144815,2019-06-26,5431203,8102068
4144829,2019-01-29,5431206,8102078
4144843,2019-08-26,5431209,8102088
4144857,2019-05-19,5431212,8102098
4144871,2019-06-22,5431215,8102108
4144885,2019-06-06,5431218,8102118
4144899,2019-02-07,5431221,8102128
4144913,2019-04-10,5431224,8102138
4144927,2019-01-11,5431227,8102148
4144941,2019-09-22,5431230,8102158
4144955,2020-01-06,5431233,8102168
4144969,2020-01-08,5431236,8102178
4144983,2019-01-05,5431239,8102188
4144997,2020-02-19,5431242,8102198
4145011,2019-12-26,5431245,8102208
4145025,2019-01-30,5431248,8102218
4145039,2019-07-02,5431251,8102228
4145053,2019-04-05,5431254,8102238
4145067,2019-10-19,5431257,8102248
4145081,2019-08-18,5431260,8102258
4145095,2019-09-02,5431263,8102268
4145109,2019-08-27,5431266,8102278
4145123,2019-07-03,5431269,8102288
4145137,2019-12-16,5431272,8102298
4145151,2019-03-20,5431275,8102308
4145165,2019-11-22,5431278,8102318
4145179,2019-06-20,5431281,8102328
4145193,2019-08-07,5431284,8102338
4145207,2020-02-09,5431287,8102348
4145221,2019-06-16,5431290,8102358
4145235,2019-03-08,5431293,8102368
4145249,2019-04-20,5431296,8102378
4145263,2019-11-02,5431299,8102388
4145277,2019-04-11,5431302,8102398
4145291,2019-09-02,5431305,8102408
4145305,2019-11-14,5431308,8102418
4145319,2020-02-01,5431311,8102428
4145333,2019-01-09,5431314,8102438
4145347,2020-01-12,5431317,8102448
4145361,2019-05-03,5431320,8102458
4145375,2019-09-09,5431323,8102468
4145389,2019-05-08,5431326,8102478
4145403,2019-04-15,5431329,8102488
4145417,2019-03-26,5431332,8102498
4145431,2019-02-22,5431335,8102508
4145445,2020-02-01,5431338,8102518
4145459,2019-04-26,5431341,8102528
4145473,2020-01-31,5431344,8102538
4145487,2020-01-02,5431347,8102548
4145501,2019-12-23,5431350,8102558
4145515,2019-10-28,5431353,8102568
4145529,2019-08-24,5431356,8102578
4145543,2019-03-16,5431359,8102588
4145557,2020-01-19,5431362,8102598
4145571,2020-01-25,5431365,8102608
4145585,2019-11-12,5431368,8102618
4145599,2019-06-23,5431371,8102628
4145613,2019-07-18,5431374,8102638
4145627,2019-08-25,5431377,8102648
4145641,2019-11-02,5431380,8102658
4145655,2019-10-22,5431383,8102668
4145669,2019-12-01,5431386,8102678
4145683,2019-05-13,5431389,8102688
4145697,2019-08-31,5431392,8102698
4145711,2019-12-28,5431395,8102708
4145725,2019-02-05,5431398,8102718
4145739,2019-07-23,5431401,8102728
4145753,2019-02-07,5431404,8102738
4145767,2019-06-09,5431407,8102748
4145781,2019-05-21,5431410,8102758
4145795,2020-02-09,5431413,8102768
4145809,2019-09-12,5431416,8102778
4145823,2020-01-15,5431419,8102788
4145837,2020-02-11,5431422,8102798
4145851,2019-06-05,5431425,8102808
4145865,2019-08-24,5431428,8102818
4145879,2019-11-03,5431431,8102828
4145893,2019-11-22,5431434,8102838
4145907,2019-08-12,5431437,8102848
4145921,2019-11-12,5431440,8102858
4145935,2019-10-26,5431443,8102868
4145949,2019-09-15,5431446,8102878
4145963,2019-06-15,5431449,8102888
4145977,2019-10-10,5431452,8102898
4145991,2019-08-22,5431455,8102908
4146005,2020-01-28,5431458,8102918
4146019,2019-11-19,5431461,8102928
4146033,2020-01-01,5431464,8102938
4146047,2019-06-13,5431467,8102948
4146061,2019-01-19,5431470,8102958
4146075,2019-08-17,5431473,8102968
4146089,2019-04-02,5431476,8102978
4146103,2020-01-29,5431479,8102988
4146117,2019-03-06,5431482,8102998
4146131,2019-02-19,5431485,8103008
4146145,2019-01-14,5431488,8103018
4146159,2019-12-01,5431491,8103028
4146173,2019-11-07,5431494,8103038
4146187,2020-01-27,5431497,8103048
4146201,2019-08-26,5431500,8103058
4146215,2019-11-22,5431503,8103068
4146229,2019-10-22,5431506,8103078
4146243,2019-01-10,5431509,8103088
4146257,2019-11-17,5431512,8103098
4146271,2019-03-22,5431515,8103108
4146285,2019-02-04,5431518,8103118
4146299,2019-12-19,5431521,8103128
4146313,2019-08-10,5431524,8103138
4146327,2019-05-05,5431527,8103148
4146341,2019-07-06,5431530,8103158
4146355,2020-02-15,5431533,8103168
4146369,2019-01-04,5431536,8103178
4146383,2019-03-17,5431539,8103188
4146397,2020-02-02,5431542,8103198
4146411,2019-12-07,5431545,8103208
4146425,2019-08-11,5431548,8103218
4146439,2020-02-03,5431551,8103228
4146453,2019-03-10,5431554,8103238
4146467,2019-09-21,5431557,8103248
4146481,2019-04-25,5431560,8103258
4146495,2019-10-21,5431563,8103268
4146509,2019-01-31,5431566,8103278
4146523,2020-01-23,5431569,8103288
4146537,2019-09-03,5431572,8103298
4146551,2019-03-07,5431575,8103308
4146565,2019-05-31,5431578,8103318
4146579,2019-03-21,5431581,8103328
4146593,2019-02-20,5431584,8103338
4146607,2019-05-17,5431587,8103348
4146621,2019-04-23,5431590,8103358
4146635,2019-12-12,5431593,8103368
4146649,2019-09-20,5431596,8103378
4146663,2020-02-27,5431599,8103388
4146677,2019-05-03,5431602,8103398
4146691,2019-01-24,5431605,8103408
4146705,2019-01-28,5431608,8103418
4146719,2019-12-03,5431611,8103428
4146733,2019-07-06,5431614,8103438
4146747,2019-08-06,5431617,8103448
4146761,2019-07-02,5431620,8103458
4146775,2020-01-09,5431623,8103468
4146789,2019-05-17,5431626,8103478
4146803,2019-08-21,5431629,8103488
4146817,2019-01-29,5431632,8103498
4146831,2019-01-01,5431635,8103508
4146845,2019-05-25,5431638,8103518
4146859,2019-11-01,5431641,8103528
4146873,2020-02-22,5431644,8103538
4146887,2019-03-17,5431647,8103548
4146901,2019-02-24,5431650,8103558
4146915,2019-11-03,5431653,8103568
4146929,2019-11-23,5431656,8103578
4146943,2019-06-02,5431659,8103588
4146957,2019-06-12,5431662,8103598
4146971,2019-06-01,5431665,8103608
4146985,2019-03-21,5431668,8103618
4146999,2019-12-24,5431671,8103628
4147013,2020-02-20,5431674,8103638
4147027,2020-01-10,5431677,8103648
4147041,2019-11-04,5431680,8103658
4147055,2019-12-26,5431683,8103668
4147069,2019-01-03,5431686,8103678
4147083,2019-01-21,5431689,8103688
4147097,2019-03-20,5431692,8103698
4147111,2019-03-04,5431695,8103708
4147125,2020-01-23,5431698,8103718
4147139,2019-12-02,5431701,8103728
4147153,2019-08-16,5431704,8103738
4147167,2019-12-07,5431707,8103748
4147181,2019-01-28,5431710,8103758
4147195,2019-12-26,5431713,8103768
4147209,2019-06-12,5431716,8103778
4147223,2019-10-15,5431719,8103788
4147237,2019-12-17,5431722,8103798
4147251,2019-09-12,5431725,8103808
4147265,2019-02-28,5431728,8103818
4147279,2019-01-02,5431731,8103828
4147293,2019-04-12,5431734,8103838
4147307,2020-01-01,5431737,8103848
4147321,2019-10-05,5431740,8103858
4147335,2019-05-12,5431743,8103868
4147349,2019-01-18,5431746,8103878
4147363,2019-02-08,5431749,8103888
4147377,2019-10-12,5431752,8103898
4147391,2020-02-15,5431755,8103908
4147405,2019-02-10,5431758,8103918
4147419,2019-02-09,5431761,8103928
4147433,2019-09-03,5431764,8103938
4147447,2019-10-24,5431767,8103948
4147461,2019-07-05,5431770,8103958
4147475,2019-04-06,5431773,8103968
4147489,2019-11-27,5431776,8103978
4147503,2019-07-28,5431779,8103988
4147517,2020-01-08,5431782,8103998
4147531,2019-05-17,5431785,8104008
4147545,2019-05-10,5431788,8104018
4147559,2019-04-23,5431791,8104028
4147573,2019-07-19,5431794,8104038
4147587,2020-01-03,5431797,8104048
4147601,2020-02-07,5431800,8104058
4147615,2019-03-25,5431803,8104068
4147629,2019-07-08,5431806,8104078
4147643,2019-06-13,5431809,8104088
4147657,2019-06-03,5431812,8104098
4147671,2019-05-13,5431815,8104108
4147685,2019-09-28,5431818,8104118
4147699,2019-09-01,5431821,8104128
4147713,2019-12-18,5431824,8104138
4147727,2019-06-29,5431827,8104148
4147741,2019-07-25,5431830,8104158
4147755,2019-05-28,5431833,8104168
4147769,2019-09-21,5431836,8104178
4147783,2019-07-19,5431839,8104188
4147797,2019-03-08,5431842,8104198
4147811,2019-07-09,5431845,8104208
4147825,2019-07-17,5431848,8104218
4147839,2019-11-21,5431851,8104228
4147853,2019-12-14,5431854,8104238
4147867,2019-01-06,5431857,8104248
4147881,2019-12-19,5431860,8104258
4147895,2020-01-19,5431863,8104268
4147909,2019-09-05,5431866,8104278
4147923,2019-04-22,5431869,8104288
4147937,2019-03-01,5431872,8104298
4147951,2020-02-08,5431875,8104308
4147965,2020-01-11,5431878,8104318
4147979,2019-09-03,5431881,8104328
4147993,2019-07-08,5431884,8104338
4148007,2019-01-21,5431887,8104348
4148021,2020-02-21,5431890,8104358
4148035,2019-06-24,5431893,8104368
4148049,2019-05-24,5431896,8104378
4148063,2019-10-27,5431899,8104388
4148077,2019-03-18,5431902,8104398
4148091,2019-02-02,5431905,8104408
4148105,2019-06-20,5431908,8104418
4148119,2019-02-22,5431911,8104428
4148133,2019-02-02,5431914,8104438
4148147,2019-04-01,5431917,8104448
4148161,2019-04-11,5431920,8104458
4148175,2019-05-03,5431923,8104468
4148189,2019-02-10,5431926,8104478
4148203,2019-08-21,5431929,8104488
4148217,2019-04-26,5431932,8104498
4148231,2019-10-06,5431935,8104508
4148245,2020-01-30,5431938,8104518
4148259,2019-07-22,5431941,8104528
4148273,2020-01-01,5431944,8104538
4148287,2019-06-11,5431947,8104548
4148301,2019-11-12,5431950,8104558
4148315,2019-12-09,5431953,8104568
4148329,2020-01-05,5431956,8104578
4148343,2019-09-24,5431959,8104588
4148357,2019-03-16,5431962,8104598
4148371,2019-08-22,5431965,8104608
4148385,2020-02-10,5431968,8104618
4148399,2019-09-28,5431971,8104628
4148413,2020-01-08,5431974,8104638
4148427,2019-09-28,5431977,8104648
4148441,2019-10-12,5431980,8104658
4148455,2019-11-17,5431983,8104668
4148469,2019-04-15,5431986,8104678
4148483,2019-10-20,5431989,8104688
4148497,2019-09-01,5431992,8104698
4148511,2019-06-18,5431995,8104708
4148525,2019-05-14,5431998,8104718
4148539,2019-10-29,5432001,8104728
4148553,2019-06-08,5432004,8104738
4148567,2019-04-30,5432007,8104748
4148581,2020-02-17,5432010,8104758
4148595,2019-02-28,5432013,8104768
4148609,2019-11-07,5432016,8104778
4148623,2019-11-09,5432019,8104788
4148637,2019-08-25,5432022,8104798
4148651,2020-02-25,5432025,8104808
4148665,2019-09-27,5432028,8104818
4148679,2019-02-24,5432031,8104828
4148693,2019-08-25,5432034,8104838
4148707,2019-04-30,5432037,8104848
4148721,2019-05-23,5432040,8104858
4148735,2019-08-06,5432043,8104868
4148749,2019-08-30,5432046,8104878
4148763,2019-03-13,5432049,8104888
4148777,2019-10-02,5432052,8104898
4148791,2019-09-23,5432055,8104908
4148805,2019-01-27,5432058,8104918
4148819,2020-02-08,5432061,8104928
4148833,2019-04-05,5432064,8104938
4148847,2019-04-17,5432067,8104948
4148861,2020-01-27,5432070,8104958
4148875,2019-07-22,5432073,8104968
4148889,2019-05-09,5432076,8104978
4148903,2019-01-16,5432079,8104988
4148917,2019-11-18,5432082,8104998
4148931,2020-02-16,5432085,8105008
4148945,2019-04-09,5432088,8105018
4148959,2019-04-24,5432091,8105028
4148973,2019-11-07,5432094,8105038
4148987,2019-01-28,5432097,8105048
4149001,2019-11-03,5432100,8105058
4149015,2019-03-10,5432103,8105068
4149029,2019-04-12,5432106,8105078
4149043,2019-11-01,5432109,8105088
4149057,2019-12-30,5432112,8105098
4149071,2019-09-18,5432115,8105108
4149085,2020-01-05,5432118,8105118
